id,idtipo,nombre35,nombre50,nombre105,nombre105_ent_suc,observaciones,codigocif,siglavia,nombrevia,numerovia,restodom,codpostal,poblacion,provincia,codpais,servtasa,telefono,pendbaja,numfax,dirinternet,fchbaja,motbaja,codentsuc,fechactualiza,fechaalta,codaut,codprov,nomcomercial,indicativonc,bic,nomentmatriz,direntmatriz,locentmatriz,cpentmatriz,telentmatriz,faxentmatriz,internetentmatriz,cod_autonomia,anagrama
959,35,"DINERS CLUB SPAIN, S.A.","DINERS CLUB SPAIN, S.A.","DINERS CLUB SPAIN, S.A.",NULL,NULL,A28007813,AV,"DE EUROPA",19,"EDF. 3, PL. 1",28224,"POZUELO DE ALARCON",MADRID,ES,NULL,912114311,NULL,912113955,WWW.DINERSCLUB.ES,NULL,NULL,0000,2011-06-17,2011-06-08,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"DINERS CLUB"
960,35,"BBVA DINERO EXPRESS, S.A.","BBVA DINERO EXPRESS, S.A.","BBVA DINERO EXPRESS, S.A.",NULL,NULL,A83439893,PZ,"SANTA BARBARA",1,NULL,28004,MADRID,NULL,ES,NULL,913744686,NULL,914536396,WWW.BBVADINEROEXPRESS.COM,NULL,NULL,0000,2011-06-09,2011-06-09,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"BBVA DINERO"
961,35,"SMALL WORLD FINAN. SERV. SPAIN, S.A","SMALL WORLD FINANCIAL SERVICES SPAIN, S.A.","SMALL WORLD FINANCIAL SERVICES SPAIN, S.A.",NULL,NULL,A82414046,PS,"DEL CLUB DEPORTIVO",1,"EDF. 13, PL. BAJA",28223,"POZUELO DE ALARCON",MADRID,ES,NULL,917581770,NULL,914560440,NULL,NULL,NULL,0000,2011-06-10,2011-06-10,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"SMALL WORLD"
962,35,"UNITED EUROPHIL EP, S.A.","UNITED EUROPHIL EP, S.A.","UNITED EUROPHIL EP, S.A.",NULL,NULL,A79219358,CL,"GRAN VIA",62,"PL. 4, PTA. DCHA",28013,MADRID,NULL,ES,NULL,914200253,NULL,914201626,NULL,NULL,NULL,0000,2011-06-14,2011-06-14,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"UNITED EUROPHIL"
963,35,"AUSTROGIROS ENTIDAD DE PAGO, S.A.","AUSTROGIROS ENTIDAD DE PAGO, S.A.","AUSTROGIROS ENTIDAD DE PAGO, S.A.",NULL,NULL,A85508455,CL,"VIRGEN DE NIEVA",1,LOCAL,28003,MADRID,NULL,ES,NULL,918298279,NULL,915719273,NULL,NULL,NULL,0000,2012-04-02,2011-06-15,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,AUSTROGIROS
964,35,"MONEY EXPRESS TRANSFER, S.A.","MONEY EXPRESS TRANSFER, S.A.","MONEY EXPRESS TRANSFER, S.A.",NULL,NULL,A60538832,PS,"DE LAS ACACIAS",3,"PL. 1, PTA. A",28005,MADRID,NULL,ES,NULL,915179711,NULL,900100111,WWW.METMONEY.ES,NULL,NULL,0000,2011-06-16,2011-06-16,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"MONEY EXP.TRANS"
965,35,"I TRANSFER MONEY MOVERS EP, S.A.","I TRANSFER MONEY MOVERS EP, S.A.","I TRANSFER MONEY MOVERS EP, S.A.",NULL,NULL,A41681545,CL,NIEREMBERG,29,"PL. BAJA",28002,MADRID,NULL,ES,NULL,915025800,NULL,915025810,NULL,NULL,NULL,0000,2011-06-20,2011-06-20,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"I TRANSFER"
966,35,"FACIL ENVIOS ENTIDAD DE PAGO, S.A.","FACIL ENVIOS ENTIDAD DE PAGO, S.A.","FACIL ENVIOS ENTIDAD DE PAGO, S.A.",NULL,NULL,A85290344,CL,"PUERTO DE LOS LEONES",2,"PL. 1, PTA. 1",28220,MAJADAHONDA,MADRID,ES,NULL,916362517,NULL,916399936,NULL,NULL,NULL,0000,2011-06-21,2011-06-21,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"FACIL ENVIOS EP"
967,35,"BANSAMEX, S.A.","BANSAMEX, S.A.","BANSAMEX, S.A.",NULL,NULL,A80394075,CL,"JUAN IGNACIO LUCA DE TENA",17,NULL,28027,MADRID,NULL,ES,NULL,917437189,NULL,917437171,NULL,NULL,NULL,0000,2011-06-27,2011-06-27,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"BANSAMEX, S.A."
968,35,"MACCORP EXACT CHANGE, S.A.","MACCORP EXACT CHANGE, S.A.","MACCORP EXACT CHANGE, S.A.",NULL,NULL,A79182788,CL,ORENSE,6,NULL,28020,MADRID,NULL,ES,NULL,915562045,NULL,915971957,EXACT-TRANSFER.COM,NULL,NULL,0000,2011-06-28,2011-06-28,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,MACCORP
969,35,"BPI EXPRESS REMITTANCE SPAIN, S.A.","BPI EXPRESS REMITTANCE SPAIN, S.A.","BPI EXPRESS REMITTANCE SPAIN, S.A.",NULL,NULL,A60912508,CL,"JOAQUIN COSTA",50,BAJOS,8001,BARCELONA,NULL,ES,NULL,933011537,NULL,933173280,NULL,NULL,NULL,0000,2011-06-28,2011-06-28,NULL,8,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,"BPI EXPRESS"
970,35,"METRO-REMITTANCE (SPAIN), S.A.","METRO-REMITTANCE (SPAIN), S.A.","METRO-REMITTANCE (SPAIN), S.A.",NULL,NULL,A83456905,CL,TIZIANO,6,LOCAL,28020,MADRID,NULL,ES,NULL,915708749,NULL,915708817,NULL,NULL,NULL,0000,2012-02-13,2011-06-29,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,METRO-REMITTANC
971,35,"LATIN TRAVEL MONEY TRANSFER, S.A.","LATIN TRAVEL MONEY TRANSFER, S.A.","LATIN TRAVEL MONEY TRANSFER, S.A.",NULL,NULL,A83643866,CL,"JUAN PANTOJA",19,NULL,28039,MADRID,NULL,ES,NULL,915343120,NULL,915532131,NULL,NULL,NULL,0000,2011-06-29,2011-06-29,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"LATIN TRAVEL"
972,35,"TRANSFERENCIAS AMERICA, S.A.","TRANSFERENCIAS AMERICA, S.A.","TRANSFERENCIAS AMERICA, S.A.",NULL,NULL,A85565265,CL,OCA,56,NULL,28025,MADRID,NULL,ES,NULL,914627362,NULL,917924338,NULL,NULL,NULL,0000,2012-01-12,2011-06-30,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,TRANSFAMERICA
973,35,"JET PERU MONEY TRANSFER, S.A.","JET PERU MONEY TRANSFER, S.A.","JET PERU MONEY TRANSFER, S.A.",NULL,NULL,A82371279,CL,"REINA VICTORIA",18,NULL,28003,MADRID,NULL,ES,NULL,914451272,NULL,914459456,NULL,NULL,NULL,0000,2011-06-30,2011-06-30,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"JET PERU"
974,35,"AMERICAN EXPRESS CARD ESPAÑA, S.A.","AMERICAN EXPRESS CARD ESPAÑA, S.A.","AMERICAN EXPRESS CARD ESPAÑA, S.A.",NULL,NULL,A82628041,CL,"JUAN IGNACIO LUCA DE TENA",17,NULL,28027,MADRID,NULL,ES,NULL,917437189,NULL,917437171,NULL,NULL,NULL,0000,2011-07-08,2011-07-08,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"AMERICAN EXPRES"
975,35,"CHANGE CENTER ENTIDAD DE PAGO, S.A.","CHANGE CENTER ENTIDAD DE PAGO, S.A.","CHANGE CENTER ENTIDAD DE PAGO, S.A.",NULL,NULL,A29484409,PZ,"COSTA DEL SOL- ED. ENTREPLAZAS",10,"ENTREPL. OF. 2 - 144",29620,TORREMOLINOS,NULL,ES,NULL,952389600,NULL,952058739,WWW.CHANGE-CENTER.COM,NULL,NULL,0000,2011-07-14,2011-07-14,NULL,29,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"CHANGE CENTER E"
976,35,"SAFETYPAY EUROPE ENTIDAD DE PAGO,SA","SAFETYPAY EUROPE ENTIDAD DE PAGO, S.A.","SAFETYPAY EUROPE ENTIDAD DE PAGO, S.A.",NULL,NULL,A86250552,CL,GENOVA,10,"PL. 4",28004,MADRID,NULL,ES,NULL,902006908,NULL,914136990,WWW.SAFETYPAY.COM,NULL,NULL,0000,2012-03-06,2011-07-20,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,SAFETYPAY
977,35,"MONEYTRANS WORLD E.P., S.A.","MONEYTRANS WORLD ENTIDAD DE PAGO, S.A.","MONEYTRANS WORLD ENTIDAD DE PAGO, S.A.",NULL,NULL,A92667732,CL,"LA UNION",16,NULL,29006,MALAGA,NULL,ES,NULL,952055806,NULL,902512828,WWW.MONEYTRANS.ES,NULL,NULL,0000,2011-07-26,2011-07-26,NULL,29,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,MONEYTRANS
978,35,"MONEYGRAM PAYMENT SYSTEMS SPAIN,S.A","MONEYGRAM PAYMENT SYSTEMS SPAIN, S.A.","MONEYGRAM PAYMENT SYSTEMS SPAIN, S.A.",NULL,NULL,A83064253,PZ,"CARLOS TRIAS BERTRAN",4,"PL. 1",28020,MADRID,NULL,ES,NULL,914188900,NULL,914188999,NULL,NULL,NULL,0000,2011-09-14,2011-09-14,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"MONEYGRAM PAYM"
979,35,"RIA PAYMENT INSTITUTION, EP, S.A.","RIA PAYMENT INSTITUTION, EP, S.A.","RIA PAYMENT INSTITUTION, EP, S.A.",NULL,NULL,A80696792,CL,"CANTABRIA, EDF. AMURA",2,"PL. 2, PTA. 1-A",28108,ALCOBENDAS,NULL,ES,NULL,917613760,NULL,913601943,NULL,NULL,NULL,0000,2011-09-23,2011-09-23,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"RIA PAYMENT"
980,35,"SIGUE GLOBAL SERVICES SPAIN, S.A.","SIGUE GLOBAL SERVICES SPAIN, S.A.","SIGUE GLOBAL SERVICES SPAIN, S.A.",NULL,NULL,A84285071,CL,"BRAVO MURILLO",125,"PL. 1, PTA. A",28020,MADRID,NULL,ES,NULL,915359851,NULL,913102352,NULL,NULL,NULL,0000,2011-09-26,2011-09-26,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"SIGUE GLOBAL"
981,35,"CERRO CATEDRAL ENTIDAD DE PAGO, S.A","CERRO CATEDRAL ENTIDAD DE PAGO, S.A.","CERRO CATEDRAL ENTIDAD DE PAGO, S.A.",NULL,NULL,A64320070,CL,GIRONA,164,"BAJOS, LOCAL 3",8037,BARCELONA,NULL,ES,NULL,934577287,NULL,934576335,WWW.CERROCAT.COM,NULL,NULL,0000,2011-10-11,2011-10-11,NULL,8,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,"CERRO CATEDRAL"
982,35,"TITANES TELECOMUNICACIONES, S.A.","TITANES TELECOMUNICACIONES, S.A.","TITANES TELECOMUNICACIONES, SOCIEDAD ANONIMA",NULL,NULL,A50968460,CL,"RAMON Y CAJAL",11-13,NULL,50003,ZARAGOZA,NULL,ES,NULL,976210654,NULL,976238876,WWW.GRUPOTITANES.COM,NULL,NULL,0000,2012-01-13,2012-01-13,NULL,50,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,TITANES
983,35,"CLICK TRANSFER, S.A.","CLIK TRANSFER, S.A.","CLICK TRANSFER, S.A.",NULL,NULL,A85809291,CL,HERMOSILLA,22,"SUITE 2E",28001,MADRID,NULL,ES,NULL,913197979,NULL,913193717,NULL,NULL,NULL,0000,2012-02-16,2012-02-16,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"CLICK TRANSFER"
984,35,"EASY REMITTANCE, S.A.","EASY REMITTANCE, S.A.","EASY REMITTANCE, S.A.",NULL,NULL,A85785905,CL,"GARCIA DE PAREDES",84,BAJO,28010,MADRID,NULL,ES,NULL,915189166,NULL,0,NULL,NULL,NULL,0000,2012-04-16,2012-04-16,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"EASY REMITTANCE"
985,36,"AMERICAN EXPRESS PAYMENT SERVICES L","AMERICAN EXPRESS PAYMENT SERVICES LIMITED, S.E.","AMERICAN EXPRESS PAYMENT SERVICES LIMITED, SUCURSAL EN ESPAÑA",NULL,NULL,W8261677B,CL,"JUAN IGNACIO LUCA DE TENA",17,NULL,28027,MADRID,NULL,GB,NULL,917437434,NULL,0,NULL,NULL,NULL,0000,2011-01-26,2011-01-26,NULL,28,NULL,N,NULL,"AMERICAN EXPRESS PAYMENT SERVICES  LIMITED","BELGRAVE HOUSE, 76                                               BUCKINGHAM PALACE ROAD","LONDRES SW1W 9TQ, INGLATERRA",NULL,NULL,NULL,NULL,12,"AMERICAN EXPRES"
986,36,"JCB INTERNATIONAL (EUROPE) LIMITED,","JCB INTERNATIONAL (EUROPE) LIMITED, S.E.","JCB INTERNATIONAL (EUROPE) LIMITED, SUCURSAL EN ESPAÑA",NULL,NULL,W0069180H,CL,CALENDULA,93,"EDF. E, MINIPARK III",28109,"SOTO MORALEJA - ALCOBENDAS",MADRID,GB,NULL,917912972,NULL,917912973,NULL,NULL,NULL,0000,2011-05-06,2011-05-06,NULL,28,NULL,N,NULL,"JCB INTERNATIONAL (EUORPE) LIMITED","10 01 EXCHANGE TOWER, 1                                          HARBOUR EXCHANGE SQUARE","LONDRES, E14 9GE INGLATERRA",NULL,NULL,NULL,NULL,12,"NCB INTERNATION"
987,36,"MONDIAL BONY SERVICE, S.R.L., S.E.","MONDIAL BONY SERVICE, S.R.L., SUCURSAL EN ESPAÑA","MONDIAL BONY SERVICE, S.R.L., SUCURSAL EN ESPAÑA",NULL,NULL,W8262355D,CL,ARTISTAS,19,"PL. LC, PTA. 4",28020,MADRID,NULL,IT,NULL,915985813,NULL,0,WWW.MONDIALBONYSERVICE.IT,NULL,NULL,0000,2012-03-09,2012-03-09,NULL,28,NULL,N,NULL,"MONDIAL BONY SERVICE, S.R.L.","CENTRO DIREZIONALE, IS. F 10,","CP 80143 NAPOLES",NULL,NULL,NULL,NULL,12,"MONDIAL BONY"
988,36,"TEMPUS UK LTD., S.E.","TEMPUS UK LTD., SUCURSAL EN ESPAÑA","TEMPUS UK LTD., SUCURSAL EN ESPAÑA",NULL,NULL,W8262532H,CL,"CELESTINO JUNQUERA, 2","OFICINA 34","EDF. SAN MIGUEL",33202,GIJON,NULL,GB,NULL,984491452,NULL,984491635,TEMPUS-UK.COM/ES/ABOUTUS.HTML,NULL,NULL,0000,2012-03-15,2012-03-15,NULL,33,NULL,N,NULL,"TEMPUS UK LTD","BARCLAYS HOUSE, 242-254 BANBURY ROAD,","OXFORD, OXFORDSHIRE OX2 7BY",NULL,(0)1865512672,NULL,NULL,3,"TEMPUS UK LTD."
989,37,"CENTRAL HISPANO HIPOTECARIO, S.A.","CENTRAL HISPANO HIPOTECARIO, S.A., S.C.H.","CENTRAL HISPANO HIPOTECARIO, S.A., S.C.H.","BANCO CENTRAL HISPANO HIPOTECARIO, S.A.",NULL,A28770642,CL,"MARQUES DE VILLAMAGNA",1,NULL,28001,MADRID,NULL,ES,NULL,915770699,NULL,915766753,NULL,1995-07-07,"POR FUSION POR ABSORCION POR",0053,2000-08-31,1982-05-14,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"CENTRAL HISPANO"
990,37,"CORPORACION HIPOTECARIA BANCOBAO","CORPORACION HIPOTECARIA BANCOBAO, S.A., S.C.H.","CORPORACION HIPOTECARIA BANCOBAO, S.A., SOCIEDAD DE CREDITO HIPOTECARIO",NULL,NULL,A28779478,PS,CASTELLANA,81,NULL,28046,MADRID,NULL,ES,NULL,915550743,NULL,913747826,NULL,1994-02-03,"POR DISOLUCION",0000,2000-08-31,1982-07-05,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"COR BANCOBAO"
991,37,"COMERCIO FINANCIACION HIPOTECARIA","COMERCIO FINANCIACION HIPOTECARIA, S.A., S.C.H.","COMERCIO FINANCIACION HIPOTECARIA, S.A., S.C.H.","BANCO DEL COMERCIO, S.A.",NULL,A28793610,PS,CASTELLANA,108,NULL,28046,MADRID,NULL,ES,NULL,913744088,NULL,912616431,NULL,1996-07-25,"POR CESION GLOBAL DE SU ACTIVO Y PASIVO A",0050,2000-08-31,1982-11-05,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,COMERCIO
992,37,"BANESTO HIPOTECARIO, S.A., S.C.H.","BANESTO HIPOTECARIO, S.A., S.C.H.","BANESTO HIPOTECARIO, S.A., S.C.H.",NULL,NULL,A28799542,CL,"JOSE ABASCAL",9,NULL,28003,MADRID,NULL,ES,NULL,915940405,NULL,912333061,NULL,1996-12-18,"POR CAMBIO DE OBJETO SOCIAL",0000,2000-08-31,1982-11-30,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"BANESTO HIPOTEC"
993,37,"HERRERO, S.C.H., S.A.","HERRERO, S.C.H., S.A.","HERRERO, SOCIEDAD DE CREDITO HIPOTECARIO, S.A.","BANCO HERRERO, S.A.",NULL,A33044363,CL,FRUELA,11,NULL,33007,OVIEDO,ASTURIAS,ES,NULL,985215291,NULL,985215306,NULL,1996-11-07,"POR CESION GLOBAL DE ACTIVOS Y PASIVOS A",0043,2000-08-31,1983-01-19,NULL,33,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,HERRERO
994,37,"MENHIR HIPOTECARIO, S.A., S.C.H.","MENHIR HIPOTECARIO, S.A., S.C.H.","MENHIR HIPOTECARIO, S.A., S.C.H.",NULL,NULL,A28826006,CL,CASTELLO,77,"PL. 5",28006,MADRID,NULL,ES,NULL,913626100,NULL,915756737,NULL,1997-01-02,"POR R.D. 692/1996, DE 26 DE ABRIL (DISPOSICION TRANSITORIA CUARTA)",0000,2008-03-06,1983-03-23,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"MENHIR HIPOTEC."
995,37,"BANZANO HIPOTECARIO, S.A., S.C.H.","BANZANO HIPOTECARIO, S.A., S.C.H.","BANZANO HIPOTECARIO, S.A., S.C.H.","BANCO ZARAGOZANO, S.A.",NULL,A78000593,PS,CASTELLANA,89,NULL,28046,MADRID,NULL,ES,NULL,915558008,NULL,915569932,NULL,1996-01-02,"POR FUSION POR ABSORCION POR",0103,2000-08-31,1985-01-24,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"BANZANO HIPOTEC"
996,37,"BEX HIPOTECARIO, S.A., S.C.H.","BEX HIPOTECARIO, S.A., S.C.H.","BEX HIPOTECARIO, S.A., S.C.H.","BANCO EXTERIOR DE ESPAÑA, S.A.",NULL,A78266848,CL,ZORRILLA,3,NULL,28014,MADRID,NULL,ES,NULL,915378227,NULL,915378207,NULL,1993-03-26,"POR FUSION POR ABSORCION POR",0104,2000-08-31,1986-04-29,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,BEXHIPOTECA
997,37,"MARCH HIPOTECARIO, S.A., S.C.H.","MARCH HIPOTECARIO, S.A., S.C.H.","MARCH HIPOTECARIO, S.A., S.C.H.","BANCA MARCH, S.A.",NULL,A07203433,AV,"ALEJANDRO ROSSELLO",8,NULL,7002,"PALMA DE MALLORCA",BALEARES,ES,NULL,971779166,NULL,971469929,NULL,1994-10-13,"POR FUSION POR ABSORCION POR",0061,2000-08-31,1986-05-30,NULL,7,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,"MARCH HIPOTE"
998,37,"ARABE ESPAÑOLA CREDITO HIPOTECARIO","ARABE ESPAÑOLA DE CREDITO HIPOTECARIO, S.A.","ARABE ESPAÑOLA DE CREDITO HIPOTECARIO, S.A. (ARESHIPOTECARIA)","BANCO ARABE ESPAÑOL, S.A.",NULL,A78289097,PS,CASTELLANA,257,NULL,28046,MADRID,NULL,ES,NULL,915621620,NULL,915617054,NULL,1995-12-01,"POR DISOLUCION SIN LIQUIDACION Y CESION GLOBAL DE ACTIVO Y PASIVO A",0136,2008-03-06,1986-06-09,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,ARESHIPOTECARIA
999,37,"AHORRO Y CREDITO HIPOTECARIO, S.A.","AHORRO Y CREDITO HIPOTECARIO, S.A., S.C.H.","AHORRO Y CREDITO HIPOTECARIO, S.A., S.C.H.",NULL,NULL,A78347366,PS,"GENERAL MARTINEZ CAMPOS",42,NULL,28010,MADRID,NULL,ES,NULL,914107047,NULL,913086828,NULL,1995-06-22,"POR CAMBIO DE OBJETO SOCIAL",0000,2000-08-31,1986-10-06,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,AHO.CTO.HIP.
1000,37,"CAJA EURO-HIPOTECARIA, S.A., S.C.H.","CAJA EURO-HIPOTECARIA, S.A., S.C.H.","CAJA EURO-HIPOTECARIA, S.A., SOCIEDAD DE CREDITO HIPOTECARIO","BANCA EURO-HIPOTECARIA, S.A.",NULL,A58203647,ZZ,"GRAN VIA CORTES CATALANAS",606,NULL,8007,BARCELONA,NULL,ES,NULL,934876464,NULL,934876125,NULL,1989-10-02,"POR CAMBIO DE OBJETO SOCIAL Y TRANSFORMACION EN",0191,2008-03-06,1986-05-21,NULL,8,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,"CAJA EUROHIP"
1001,37,"MAPFRE HIPOTECARIA, S.C.H., S.A.","MAPFRE HIPOTECARIA, S.C.H., S.A.","MAPFRE HIPOTECARIA, S.C.H., S.A.",NULL,NULL,A78520145,CL,GOBELAS,41-43,"URB. LA FLORIDA",28023,MADRID,NULL,ES,NULL,915811974,NULL,915811979,NULL,1996-07-23,"POR CAMBIO DE OBJETO SOCIAL",0000,2000-08-31,1987-06-02,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"MAPFRE HIPOTEC."
1002,37,"BANKINTER , S.C.H., S.A.","BANKINTER, SOCIEDAD DE CREDITO HIPOTECARIO, S.A.","BANKINTER, SOCIEDAD DE CREDITO HIPOTECARIO, S.A.","BANKINTER, S.A.",NULL,A78386455,PS,CASTELLANA,29,NULL,28046,MADRID,NULL,ES,NULL,914199500,NULL,0,NULL,1994-12-02,"POR FUSION POR ABSORCION POR",0128,2008-03-06,1986-12-12,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"BANKIBTER HI"
1003,37,"IGS MERCADO HIPOTECARIO, S.C.H.","IGS DE MERCADO HIPOTECARIO, S.C.H., S.A., EN LIQ.","IGS DE MERCADO HIPOTECARIO, S.C.H., S.A, EN LIQUIDACION",NULL,NULL,A78524428,PZ,"MANUEL GOMEZ MORENO",2,"PL. 3",28020,MADRID,NULL,ES,NULL,913949100,NULL,915971314,NULL,1994-03-18,"POR ACUERDO DEL CONSEJO DE MINISTROS DE FECHA 22.12.1993",0000,2008-03-06,1987-07-20,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"IGS MDO.HIPO"
1004,37,"CREDIT LYONNAIS, S.A., S.C.H.","CREDIT LYONNAIS, SOCIEDAD ANONIMA, S.C.H.","CREDIT LYONNAIS, SOCIEDAD ANONIMA, S.C.H.","CREDIT LYONNAIS ESPAÑA, S.A.",NULL,A78553781,PS,CASTELLANA,35,NULL,28046,MADRID,NULL,ES,NULL,913492000,NULL,913082091,NULL,1996-12-27,"POR FUSION POR ABSORCION POR",0208,2004-09-22,1987-09-21,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"CREDIT LYONNAIS"
1005,37,"ABBEYCOR NACIONAL HIPOTECARIO, S.A.","ABBEYCOR NACIONAL HIPOTECARIO, S.A., S.C.H.","ABBEYCOR NACIONAL HIPOTECARIO, S.A., S.C.H.","ABBEYCOR NACIONAL BANCO PRIVADO HIPOTECARIO, S.A.",NULL,A78639739,CL,"MARQUES DE VILLAMAGNA",4,NULL,28001,MADRID,NULL,ES,NULL,914356562,NULL,914319979,NULL,1991-06-19,"POR CAMBIO DE OBJETO SOCIAL Y TRANSFORMACION EN",0209,2000-08-31,1988-01-20,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"ABBEYCOR SCH"
1006,37,"CORPORACION HIPOTECARIA CENTRAL","CORPORACION HIPOTECARIA CENTRAL, S.C.H., S.A.","CORPORACION HIPOTECARIA CENTRAL, SOCIEDAD DE CREDITO HIPOTECARIO, SOCIEDAD ANONIMA","HIPOTECAIXA, ESTABLECIMIENTO FINANCIERO DE CREDITO, S.A.",NULL,A78930732,CL,SERRANO,89,"PL. 2",28006,MADRID,NULL,ES,NULL,915641624,NULL,915641635,NULL,1996-12-31,"POR FUSION POR ABSORCION POR",8209,2008-03-06,1988-11-07,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,CHC
1007,37,"CREDICAT, S.A., S.C.H.","CREDICAT, S.A., S.C.H.","CREDICAT, S.A., S.C.H.",NULL,NULL,A58764788,CL,FONTANELLA,5-7,NULL,8010,BARCELONA,NULL,ES,NULL,933197700,NULL,933194482,NULL,1994-11-14,"POR DISOLUCION",0000,2008-03-06,1988-09-15,NULL,8,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,"CREDICAT SCH"
1008,37,"AMERICO HISPANA, S.A., S.C.H.","AMERICO HISPANA, S.A., S.C.H.","AMERICO HISPANA, S.A., S.C.H.",NULL,NULL,A18099697,CL,VELAZQUEZ,113,NULL,28006,MADRID,NULL,ES,NULL,915640702,NULL,0,NULL,1992-12-17,"POR CAMBIO DE OBJETO SOCIAL",0000,2008-03-06,1988-07-07,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"AMER HISPANA"
1009,37,"KAIROS HIPOTECARIO, S.C.H., S.A.","KAIROS HIPOTECARIO, S.C.H., S.A.","KAIROS HIPOTECARIO, S.C.H., S.A.",NULL,NULL,A79042370,PS,"DE LA CASTELLANA",53,"PL. 4",28046,MADRID,NULL,ES,NULL,914426733,NULL,914416099,NULL,1996-11-22,"POR CAMBIO DE OBJETO SOCIAL",0000,2000-08-31,1988-07-13,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,KAIROS
